Product,Brand,Price,No_of_Ratings
15.6 Inch Vegan Leather Messenger Laptop bag for Men in Office for Laptop like Apple MacBook and Spacious Compartment with Expandable Bottom Used as Shoulder and Handbag for Men Brown  ,Trajectory,399,"2,323"
Adventure Series Water Resistance Trekking Hiking Travel Bag with Shoe Compartment Rucksack - 55 L  ,Trunkit,760,56
Stylish Vegan Leather Backpack Handbag Shoulder Purse Bag for Women | College Bags for Girls | Sling | Belt | Travel | College | Office | Multipurpose | Birthday | Wife | Valentine Gifts  ,VISMIINTREND,399,"9,733"
Women's Nova Tote Bag | Ladies Purse Handbag  ,Lavie,504,"2,281"
"TRUE HYMAN backpack With USB charging Port and anti -theft Lock,Laptop bag,office bag for Men and Women | College Bags for Girls & Boys  ",TRUE HUMAN,399,167
Trooper 65 cms Medium Check-in Polycarbonate Hardsided 4 Wheels Spinner Luggae/Suitcase/Trolley Bag- Blue and White  ,Skybags,"1,299","4,337"
Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students  ,FUR JADEN,699,517
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (ALL) (Grey & NAvy Blue)  ,HEROZ,"1,995",752
Women's Adjustable Strap Cross-Body Shoulder Sling Bag Mobile Card Holder Purse  ,INOVERA (LABEL),"2,231",883
Mini Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook  ,HEROZ,549,185
Emperor Anti-Theft Premium Backpack with Laptop Sleeve | Business Bag for Men & Women | Durable Office Bag for Notebook/MacBook  ,Lavie Sport,"1,189","4,024"
"Crossbody Bag for Men Women with Badges, Waterproof Sling Bag Large Shoulder Bag with Adjustable Strap for Commuting Travel Outdoor Activities Cycling  ",GUSTAVE,"2,749",139
Kuber Industries Non Woven Reusable Grocery Shopping Bag With Handle|Goodies Bag Promotional Bag for Birthday|Size 26 x 11 x 38|Pack of 12 (Pink)  ,Kuber Industries,629,1
Trapeze Sling Crossbody Bag for Girls and Women | Made with Durable Vegan Leather Material | Carefully Handcrafted | Zip Closure | Adjustable and Detachable Straps | Multicolor  ,DailyObjects,"1,899",323
23 Ltrs Puma Black Laptop Backpack  ,Puma,759,"8,377"
BY HOTSHOT1570|School Bag|Tuition Bag|College Backpack|ForGirls&Women|18Inch|25L Waterproof School Bag  ,BEAUTY GIRLS,"1,300",651
Hitech Large Size 35 Ltrs Water Resistant Standard Backpack - Blue  ,Safari,"1,449","9,733"
"Moonlight Laptop Backpack for Women, 3 compartments, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres. (19 inch) Black colour  ",Genie,"1,031.",299
Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty  ,Impulse,599,11
30 Liters Polyester Water Resistant Heavy Duty | Backpack | College Bag | Laptop Bag for Men & Women-UBC0002  ,URBAN CARRIER,"1,299",922
Shaw Large Size Unisex Laptop Backpack with Organizer Pockets| Compatible with 17 inch Laptop - Teal  ,American Tourister,"1,249","2,160"
Kids 20L Cartoon Printed Best Stylish Lightweight Spacious Waterproof Casual/Picnic/Tuition/School Bag/Backpack for Children Boys And Girls  ,HYDER,899,"8,511"
CAMPUS GREY LOGO PRINT COLLEGE LAPTOP BACKPACK 30L  ,Skybags,"1,695",3
Prisma 55 cms Small Cabin Polyester Soft Sided 4 Spinner Wheels Luggage/Suitcase/Trolley Bag (Red)  ,Safari,399,"20,718"
Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Year Age  ,Frantic,399,"2,425"
Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Backpack/Office Backpack for Men/Women-Black  ,Gear,"2,749.","8,377"
CarryOn 16L Foldable Water Resistant School Bag/Hiking Daypack/Backpack/College Bag for Men/Women (Black-Orange)  ,Gear,"2,749.",701
Anti-Theft backpack with USB charging port and combination Number lock Laptop bag/office bag/travel bag for men and women  ,TRUE HUMAN,399,"1,280"
Women's Marma Dome Sling Bag| Ladies Purse Handbag  ,Lavie,504,9
Unisex Black Laptop Messenger cum Sling Bag Compatible with 15.6 Inch Laptop Compartment  ,Swiss Military,559,171
AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop  ,amazon basics,399,198
Triumph Summer Print 26L Medium Water Resistant School Bag/College Bag/Daypack/Standard Backpack for Girls/Boys/Men/Women (Blue-Beige)  ,Gear,294,"2,231"
Flex 22L Backpack Blith  ,Skybags,"1,066.",767
Amazonbasics Port L15 Carry Case Bag  ,amazon basics,"1,700",202
"60 L Travel Backpack Hiking Trekking Bag Camping Rucksack with Water Proof Rain Cover/Shoe Compartment MHK004, 1 Year Warranty  ",TRAWOC,"1,480","1,592"
"Shoe Cover/String Bag Organizer|Shoe Print & Non Woven Material|Transparent Window|Size 43 x 30 Cm, Pack of 12 (Grey)-CTMTC039483  ",Kuber Industries,"1,596",56
ELSY SB Large  ,Caprese,"1,249",75
Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men  ,Bagneeds,"1,250",84
BY HOTSHOT1566|School Bag|Tuition Bag|College Backpack|ForGirls&Women|17Inch|32L Waterproof School Bag  ,BEAUTY GIRLS,"1,299",60
44 cms Polyester Black Laptop Bag (8903338054290)  ,Wildcraft,599,631
"Multicolour Canvas Shopping Bag with Double Handle, Cloth Grocery Tote Bags, Reusable Shopping Grocery Bags,Foldable and Eco Friendly Washable Medium (Set of 6) (Dd-0101)  ",DOUBLE R BAGS,"1,399",360
"Korean Canvas Corduroy Tote Bag Casual Work Shoulder Handbags | Multi-Purpose Bag |Sturdy Canvas Bag with Large Capacity | Shopping Bag for Office, College & Daily Use  ",Street27,989,"19,937"
LUMOUS LAPTOP BACKPACK (E) BLUE  ,Skybags,649,"3,523"
Unisex-adult Bange Series Rhombus Shell Design Waterproof Sling Bag with USB Charging (Blue)  ,Red Lemon,"3,799","2,855"
HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Grey & Air Force Blue)  ,HEROZ,780,"5,707"
Polyester Packing Cubes Travel Pouch Bag Suitcase Luggage Organiser Set Of 4 - Large Size - Grey  ,FATMUG,"1,480","2,171"
"Women's pu artificial Leather Handbag, with Internal Pocket, Pretty Look in Multiple Color for women  ",WOMEN MARKS,599,"3,479"
"Ceptics weight machine for luggage weighing scale, luggage weighing scale capable capacity up to 50 Kg, weighing machine for luggage with LCD display luggage scale for bags, home, shop - BLACK  ",Ceptics,"1,188",23
"(LABEL)Faux Leather Women's Hobo Handbag Ladies Crossbody Shoulder Bags Purse, Brown  ",INOVERA (LABEL),"2,749",536
Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap  ,INOVERA (LABEL),534,"5,922"
"Unisex Laptop Briefcase with Handle & Detachable Shoulder Strap For Office, Business Travel (Dark Grey)  ",TARKAN,299,77
ELSY SB Large  ,Caprese,"1,595",227
Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men  ,Bagneeds,848,"1,295"
BY HOTSHOT1566|School Bag|Tuition Bag|College Backpack|ForGirls&Women|17Inch|32L Waterproof School Bag  ,BEAUTY GIRLS,749,"3,690"
44 cms Polyester Black Laptop Bag (8903338054290)  ,Wildcraft,999,407
"Multicolour Canvas Shopping Bag with Double Handle, Cloth Grocery Tote Bags, Reusable Shopping Grocery Bags,Foldable and Eco Friendly Washable Medium (Set of 6) (Dd-0101)  ",DOUBLE R BAGS,999,"5,042"
"Korean Canvas Corduroy Tote Bag Casual Work Shoulder Handbags | Multi-Purpose Bag |Sturdy Canvas Bag with Large Capacity | Shopping Bag for Office, College & Daily Use  ",Street27,349,351
LUMOUS LAPTOP BACKPACK (E) BLUE  ,Skybags,379,730
Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (ZAP)  ,TRUE HUMAN,"1,689","1,139"
"Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent  ",Tabelito,494,243
Hand Bags Corduroy Tote Bags For Women Large Capacity Shoulder Bag with Inner Pocket for School Work Shopping Travel Daily Use Grocery Casual  ,PALAY,"1,462",22
Black Pink Bag For Girls School Bag with USB Cable Jack Cute Backpacks Idol Print Design Laptop Backpack and Casual Backpack Student Accessories That can Hold 16.8 inches Books  ,PALAY,"2,399",24
"Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments  ",Lunar's,229,"4,079"
Women's Ushawu Medium Satchel Bag | Ladies Purse Handbag  ,Lavie,989,289
Elevate Faux Leather 20L Water Resistant Anti-Theft Laptop Bag/Backpack/Office Bag with RainCover for Men/Women (Pink)  ,Gear,201.,407
Belux 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty  ,Impulse,649,"2,323"
25.6 Ltrs Laptop Backpack  ,Wildcraft,869,56
Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook (Upto 14 Inch Laptop Compatible)  ,Lavie Sport,"1,293","9,733"
Women's Adjustable Strap Cross-Body Shoulder Sling Bag Mobile Card Holder Purse  ,INOVERA (LABEL),649,2
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (ALL) (Grey & NAvy Blue)  ,HEROZ,889,407
Unisex-adult Bange Series Rhombus Shell Design Waterproof Sling Bag with USB Charging (Blue)  ,Red Lemon,909,"5,042"
"NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook  ",Tabelito,283,351
48 Liter Waterproof Pro Unisex Backpack with Three Compartment | Fits upto 16 Inch Laptop Bag | Travel/Business/College/Casual Daypacks (Black & Grey)  ,WHITECRAFT,"1,995",730
Double Decker 31L Large Water Resistant Faux Leather Anti-Theft Laptop Backpack/Office Bag For Men/Women (Black)  ,Gear,312,"1,139"
31 cms Black Laptop Backpack (TH/BIKOL01ARD)  ,Tommy Hilfiger,"1,289",243
Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag (Black)  ,Nivia,729,22
35 Litres Turnaround Polyester Laptop Bag - Avya Blue (Large Size)  ,Wildcraft,750,4
"Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls  ",FUR JADEN,"1,765",772
"AirCase Messenger Bag with Handle & Detachable Shoulder Strap | 3-in-1 usage | 2 Zippered + 1 pockets | for upto 15.6"" Laptop/Macbook | Durable Neoprene Padded Fabric, for Men & Women (Black)  ",AirCase,494,"8,377"
Unisex Gucci Fabric Backpacks  ,Skybags,455,323
F Gear Sedna 27 Liters Laptop Backpack Sch Bag(Brown)  ,F Gear,"1,118",651
PU Leather Teddy Keychain Women Backpack Handbag  ,TYPIFY,"2,199","9,733"
"65 Liter Internal Frame Camping Trekking Hiking Backpack Travel Bag Front & Top Loading Rucksack/Water Proof Rain Cover/Shoe Compartment, HK011  ",TRAWOC,"1,535",299
Polyester Sling Cross Body Travel Office Business Messenger one Side Shoulder Bag for Men and Women  ,DEIN KLEIDER,"1,189",298
"Rumble 15.6"" Laptop Backpack/Bag | Office Bag for Men & Women | Rain Cover & Lunch Bag |  ",URBAN TRIBE,799,71
Eco1 24L Medium Water Resistant Laptop Bag/Standard Backpack /Office Bag For Men/Women (Grey-Black-Yellow)  ,Gear,759,"2,875"
AmazonBasics - Mini Backpack for Outdoor Use (12 l) (Blue)  ,amazon basics,"1,300","6,458"
30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment  ,Half Moon,"1,449",8
LB1067 Women's Shoulder Bag  ,LEGAL BRIBE,"1,031.",40
30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black)  ,NORTH ZONE,599,270
Ohio Polyester 55 Cms Wheel Travel Duffle Bag (Grey)  ,American Tourister,"1,299","2,281"
"Lenovo 16-inch Value Lite Backpack, Comfortable, Padded Back Panel, Slim and Sleek, Dedicated Laptop Compartment, Padded Shoulder Straps for Optimal Comfort and Ergonomic Support (4X41C94115)  ",Lenovo,"1,249",701
Workspace 18L Small Water Resistant Laptop Backpack/Backpack/Office Bag/Briefcase For Men/Women-Black  ,Gear,"1,299","8,377"
Lite 15L Small Water Resistant Casual Backpack/School Bag/Hiking Daypack for Men/Women (Grey-Fluroscent Green)  ,Gear,"1,289",24
35 L Casual Water resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School with Rain Cover  ,Half Moon,729,262
"Figure Graphic Tote Bag(WBAG-13), WHITE  ",Glowic,750,2
Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black  ,Gear,"2,749.",81
School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack  ,URBAN CARRIER,"2,749.",127
Women Girls Floral Print Faux Leather Sling Bag Crossbody  ,ADISA,"1,765","6,110"
(India) Dell EcoLoop Urban Backpack - Blue - CP4523B  ,Dell,494,7
Modern Eco5 21L Medium Water Resistant School Bag/Casual Backpack/Daypack/College Bag For Men/Women - Navy Blue  ,Gear,455,153
"Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover Sustainable & Recyclable Travel Essential - Pack of 6, Black  ",Rusabl,"1,118",312
"Amazon Basics Laptop Messenger Bag with Adjustable Shoulder Strap, Padded Compartment & Storage Pockets, Lightweight, Water-Resistant, Travel-Friendly, Fits Up To 15.6"" Laptops (Unisex, Black & Grey)  ",amazon basics,399,293
Mini Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook  ,HEROZ,549,203
Emperor Anti-Theft Premium Backpack with Laptop Sleeve | Business Bag for Men & Women | Durable Office Bag for Notebook/MacBook  ,Lavie Sport,"1,480",266
Polyester Packing Cubes Travel Pouch Bag Suitcase Luggage Organiser Set Of 4 - Large Size - Grey  ,FATMUG,"1,700",838
HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (Grey & Mehdi Green)  ,HEROZ,"1,596",660
"Ceptics weight machine for luggage weighing scale, luggage weighing scale capable capacity up to 50 Kg, weighing machine for luggage with LCD display luggage scale for bags, home, shop - BLACK  ",Ceptics,"1,249",108
"12 Piece Non Woven Travel Shoe Cover, String Bag Organizer, Black - CTLTC039515  ",Kuber Industries,"1,250","1,519"
"(LABEL)Faux Leather Women's Hobo Handbag Ladies Crossbody Shoulder Bags Purse, Brown  ",INOVERA (LABEL),484,"1,211"
"Kuber Industries Shoe Cover/String Bag Organizer|Shoe Print & Non Woven Material|Transparent Window|Size 43 x 30 Cm, Pack of 12 (Grey)-CTMTC039511  ",Kuber Industries,"1,704",146
"Printed Laptop Bag Backpack/Casual School College Bag/Sports Backpack for Boys/Girls, Outdoor Travel Lightweight Bag (30 L)  ",MY FAV,"1,704","4,126"
"Arctic Hunter Laptop Backpack for Men 18L Light-weight Business Backpack Expandable Pocket for 15.6"" Laptop Water-resistant Laptop Bag for College Daily Use,Black  ",ah arctic hunter,"1,079",55
School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack  ,URBAN CARRIER,"1,399","1,224"
"Amazon Basics Laptop Bag with USB Charging Port, Rain Cover and Reflective Strip for College, Office, Travel (Unisex, 35 L, Blue)  ",amazon basics,"1,895",95
50L Water-Resistant Laptop Travelling Rucksack Trekking Backpack/Bag for Luggage Travel for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Navy Blue)  ,Half Moon,510,389
Dell Gaming Backpack for Laptops (Black)  ,Dell,"1,689",31
Women Girls Floral Print Faux Leather Sling Bag Crossbody  ,ADISA,899,384
"Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Blue (SNAP19CBBLU)  ",Safari,599,"1,438"
Modern Eco5 21L Medium Water Resistant School Bag/Casual Backpack/Daypack/College Bag For Men/Women - Navy Blue  ,Gear,"1,480",527
Diggy 30L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty  ,Impulse,"2,199","1,505"
"Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover Sustainable & Recyclable Travel Essential - Pack of 6, Black  ",Rusabl,439,965
American Tourister Amt Rexton 01 Navy Lightweight Laptop Messenger Bag with Multiple Organiser  ,American Tourister,749,55
Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre College Bag  ,COSMUS,"1,045","2,906"
34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey)  ,Half Moon,"1,649",349
"Polyester Nut7370-04Xx Duffle Bag, Black, 30 L, 24 Cm  ",MuscleBlaze,449,"1,173"
Women's Betula Medium Tote Bag | Ladies Purse Handbag  ,Lavie,"1,614","1,280"
Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap  ,INOVERA (LABEL),799,9
"Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover Sustainable & Recyclable Travel Essentials - Pack of 6, Grey  ",Rusabl,"1,099",289
"Cockatoo Shoe Bag for Travel & Storage, Women & Men, Travelling Shoe Storage Bag, Shoe Storage Organizer Bag - Pack of 6 Shoe Pouch(13 x 17.32 Inch)  ",Cockatoo,467,"4,079"
Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook (Upto 14 Inch Laptop Compatible)  ,Lavie Sport,"1,099",407
Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag  ,Lavie,399,"2,323"
Winsome Unisex Polyester Laptop Backpack  ,UNITED COLORS OF BENETTON,"2,365",482
LOGI-Q 27L Medium Water Resistant Laptop Bag/Backpack/Office Bag with Trolley Sleeve for Men/Women (Navy-Red)  ,Gear,469,56
Tycoon 27 Liters Laptop Backpack Sch Bag(Black)  ,F Gear,"2,399",288
Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Black  ,Safari,726.,154
Elevate Faux Leather 20L Water Resistant Anti-Theft Laptop Bag/Backpack/Office Bag with RainCover for Men/Women (Olive-Yellow)  ,Gear,299,20
PUMA Gym Bag IND IV High Risk Red- Black  ,Puma,499,"1,505"
Omega 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty  ,Impulse,"1,099","2,160"
IMP Omega 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty  ,Impulse,449,"8,377"
15 Liters Draw String Bag Lavender Backpack  ,Arctic Fox,"2,249",323
